gloss,count,files_names
ABOUT,40,ABOUT 10.npy;ABOUT 11.npy;ABOUT 12.npy;ABOUT 14.npy;ABOUT 17.npy;ABOUT 18.npy;ABOUT 20.npy;ABOUT 21.npy;ABOUT 22.npy;ABOUT 23.npy;ABOUT 24.npy;ABOUT 25.npy;ABOUT 26.npy;ABOUT 27.npy;ABOUT 28.npy;ABOUT 29.npy;ABOUT 31.npy;ABOUT 37.npy;ABOUT 39.npy;ABOUT 4.npy;ABOUT 40.npy;ABOUT 41.npy;ABOUT 43.npy;ABOUT 46.npy;ABOUT 47.npy;ABOUT 5.npy;ABOUT 50.npy;ABOUT 53.npy;ABOUT 54.npy;ABOUT 55.npy;ABOUT 57.npy;ABOUT 59.npy;ABOUT 6.npy;ABOUT 62.npy;ABOUT 63.npy;ABOUT 64.npy;ABOUT 65.npy;ABOUT 66.npy;ABOUT 7.npy;ABOUT 9.npy
ABOVE,27,ABOVE 10.npy;ABOVE 11.npy;ABOVE 12.npy;ABOVE 13.npy;ABOVE 14.npy;ABOVE 15.npy;ABOVE 16.npy;ABOVE 17.npy;ABOVE 18.npy;ABOVE 19.npy;ABOVE 20.npy;ABOVE 21.npy;ABOVE 23.npy;ABOVE 24.npy;ABOVE 25.npy;ABOVE 26.npy;ABOVE 27.npy;ABOVE 28.npy;ABOVE 29.npy;ABOVE 3.npy;ABOVE 30.npy;ABOVE 31.npy;ABOVE 32.npy;ABOVE 4.npy;ABOVE 5.npy;ABOVE 6.npy;ABOVE 9.npy
ABSOLUTELY NOTHING,28,ABSOLUTELY NOTHING 11.npy;ABSOLUTELY NOTHING 12.npy;ABSOLUTELY NOTHING 13.npy;ABSOLUTELY NOTHING 14.npy;ABSOLUTELY NOTHING 15.npy;ABSOLUTELY NOTHING 16.npy;ABSOLUTELY NOTHING 18.npy;ABSOLUTELY NOTHING 19.npy;ABSOLUTELY NOTHING 2.npy;ABSOLUTELY NOTHING 20.npy;ABSOLUTELY NOTHING 21.npy;ABSOLUTELY NOTHING 22.npy;ABSOLUTELY NOTHING 23.npy;ABSOLUTELY NOTHING 24.npy;ABSOLUTELY NOTHING 25.npy;ABSOLUTELY NOTHING 26.npy;ABSOLUTELY NOTHING 27.npy;ABSOLUTELY NOTHING 29.npy;ABSOLUTELY NOTHING 3.npy;ABSOLUTELY NOTHING 30.npy;ABSOLUTELY NOTHING 31.npy;ABSOLUTELY NOTHING 32.npy;ABSOLUTELY NOTHING 33.npy;ABSOLUTELY NOTHING 4.npy;ABSOLUTELY NOTHING 5.npy;ABSOLUTELY NOTHING 6.npy;ABSOLUTELY NOTHING 8.npy;ABSOLUTELY NOTHING 9.npy
ACCENT,26,ACCENT 10.npy;ACCENT 11.npy;ACCENT 12.npy;ACCENT 13.npy;ACCENT 14.npy;ACCENT 15.npy;ACCENT 16.npy;ACCENT 17.npy;ACCENT 18.npy;ACCENT 19.npy;ACCENT 2.npy;ACCENT 20.npy;ACCENT 22.npy;ACCENT 24.npy;ACCENT 25.npy;ACCENT 26.npy;ACCENT 27.npy;ACCENT 28.npy;ACCENT 29.npy;ACCENT 30.npy;ACCENT 31.npy;ACCENT 4.npy;ACCENT 5.npy;ACCENT 7.npy;ACCENT 8.npy;ACCENT 9.npy
ACCEPT,27,ACCEPT 10.npy;ACCEPT 11.npy;ACCEPT 12.npy;ACCEPT 13.npy;ACCEPT 14.npy;ACCEPT 15.npy;ACCEPT 16.npy;ACCEPT 17.npy;ACCEPT 18.npy;ACCEPT 19.npy;ACCEPT 2.npy;ACCEPT 20.npy;ACCEPT 21.npy;ACCEPT 22.npy;ACCEPT 23.npy;ACCEPT 24.npy;ACCEPT 26.npy;ACCEPT 27.npy;ACCEPT 28.npy;ACCEPT 29.npy;ACCEPT 3.npy;ACCEPT 30.npy;ACCEPT 5.npy;ACCEPT 6.npy;ACCEPT 7.npy;ACCEPT 8.npy;ACCEPT 9.npy
ACCESS,28,ACCESS 10.npy;ACCESS 11.npy;ACCESS 13.npy;ACCESS 14.npy;ACCESS 15.npy;ACCESS 16.npy;ACCESS 17.npy;ACCESS 18.npy;ACCESS 19.npy;ACCESS 2.npy;ACCESS 20.npy;ACCESS 21.npy;ACCESS 22.npy;ACCESS 23.npy;ACCESS 24.npy;ACCESS 25.npy;ACCESS 26.npy;ACCESS 28.npy;ACCESS 29.npy;ACCESS 3.npy;ACCESS 31.npy;ACCESS 32.npy;ACCESS 33.npy;ACCESS 4.npy;ACCESS 6.npy;ACCESS 7.npy;ACCESS 8.npy;ACCESS 9.npy
ACCIDENT,27,ACCIDENT 10.npy;ACCIDENT 11.npy;ACCIDENT 12.npy;ACCIDENT 13.npy;ACCIDENT 14.npy;ACCIDENT 15.npy;ACCIDENT 16.npy;ACCIDENT 17.npy;ACCIDENT 18.npy;ACCIDENT 19.npy;ACCIDENT 2.npy;ACCIDENT 20.npy;ACCIDENT 21.npy;ACCIDENT 22.npy;ACCIDENT 23.npy;ACCIDENT 24.npy;ACCIDENT 25.npy;ACCIDENT 27.npy;ACCIDENT 28.npy;ACCIDENT 29.npy;ACCIDENT 3.npy;ACCIDENT 4.npy;ACCIDENT 5.npy;ACCIDENT 6.npy;ACCIDENT 7.npy;ACCIDENT 8.npy;ACCIDENT 9.npy
ACCOMPLISH,27,ACCOMPLISH 11.npy;ACCOMPLISH 12.npy;ACCOMPLISH 13.npy;ACCOMPLISH 14.npy;ACCOMPLISH 15.npy;ACCOMPLISH 16.npy;ACCOMPLISH 17.npy;ACCOMPLISH 18.npy;ACCOMPLISH 19.npy;ACCOMPLISH 2.npy;ACCOMPLISH 20.npy;ACCOMPLISH 21.npy;ACCOMPLISH 22.npy;ACCOMPLISH 24.npy;ACCOMPLISH 25.npy;ACCOMPLISH 26.npy;ACCOMPLISH 27.npy;ACCOMPLISH 29.npy;ACCOMPLISH 3.npy;ACCOMPLISH 30.npy;ACCOMPLISH 31.npy;ACCOMPLISH 4.npy;ACCOMPLISH 5.npy;ACCOMPLISH 6.npy;ACCOMPLISH 7.npy;ACCOMPLISH 8.npy;ACCOMPLISH 9.npy
ACCORDION,29,ACCORDION 10.npy;ACCORDION 11.npy;ACCORDION 12.npy;ACCORDION 13.npy;ACCORDION 14.npy;ACCORDION 15.npy;ACCORDION 16.npy;ACCORDION 17.npy;ACCORDION 19.npy;ACCORDION 2.npy;ACCORDION 20.npy;ACCORDION 21.npy;ACCORDION 22.npy;ACCORDION 23.npy;ACCORDION 24.npy;ACCORDION 25.npy;ACCORDION 26.npy;ACCORDION 27.npy;ACCORDION 28.npy;ACCORDION 29.npy;ACCORDION 3.npy;ACCORDION 30.npy;ACCORDION 31.npy;ACCORDION 4.npy;ACCORDION 5.npy;ACCORDION 6.npy;ACCORDION 7.npy;ACCORDION 8.npy;ACCORDION 9.npy
ACCOUNTANT,26,ACCOUNTANT 10.npy;ACCOUNTANT 11.npy;ACCOUNTANT 12.npy;ACCOUNTANT 13.npy;ACCOUNTANT 14.npy;ACCOUNTANT 15.npy;ACCOUNTANT 17.npy;ACCOUNTANT 18.npy;ACCOUNTANT 19.npy;ACCOUNTANT 2.npy;ACCOUNTANT 21.npy;ACCOUNTANT 22.npy;ACCOUNTANT 23.npy;ACCOUNTANT 24.npy;ACCOUNTANT 25.npy;ACCOUNTANT 26.npy;ACCOUNTANT 27.npy;ACCOUNTANT 28.npy;ACCOUNTANT 29.npy;ACCOUNTANT 3.npy;ACCOUNTANT 30.npy;ACCOUNTANT 4.npy;ACCOUNTANT 6.npy;ACCOUNTANT 7.npy;ACCOUNTANT 8.npy;ACCOUNTANT 9.npy
ACQUIRE,24,ACQUIRE 11.npy;ACQUIRE 12.npy;ACQUIRE 13.npy;ACQUIRE 14.npy;ACQUIRE 15.npy;ACQUIRE 16.npy;ACQUIRE 17.npy;ACQUIRE 18.npy;ACQUIRE 19.npy;ACQUIRE 2.npy;ACQUIRE 21.npy;ACQUIRE 22.npy;ACQUIRE 23.npy;ACQUIRE 25.npy;ACQUIRE 26.npy;ACQUIRE 27.npy;ACQUIRE 28.npy;ACQUIRE 3.npy;ACQUIRE 30.npy;ACQUIRE 31.npy;ACQUIRE 32.npy;ACQUIRE 4.npy;ACQUIRE 6.npy;ACQUIRE 9.npy
ACT,26,ACT 10.npy;ACT 11.npy;ACT 12.npy;ACT 13.npy;ACT 14.npy;ACT 15.npy;ACT 16.npy;ACT 17.npy;ACT 18.npy;ACT 19.npy;ACT 2.npy;ACT 21.npy;ACT 22.npy;ACT 24.npy;ACT 25.npy;ACT 26.npy;ACT 27.npy;ACT 28.npy;ACT 29.npy;ACT 30.npy;ACT 31.npy;ACT 4.npy;ACT 6.npy;ACT 7.npy;ACT 8.npy;ACT 9.npy
ACTION,28,ACTION 10.npy;ACTION 12.npy;ACTION 13.npy;ACTION 14.npy;ACTION 15.npy;ACTION 16.npy;ACTION 17.npy;ACTION 18.npy;ACTION 19.npy;ACTION 2.npy;ACTION 20.npy;ACTION 21.npy;ACTION 22.npy;ACTION 24.npy;ACTION 25.npy;ACTION 26.npy;ACTION 27.npy;ACTION 28.npy;ACTION 29.npy;ACTION 3.npy;ACTION 30.npy;ACTION 31.npy;ACTION 32.npy;ACTION 4.npy;ACTION 6.npy;ACTION 7.npy;ACTION 8.npy;ACTION 9.npy
ACTOR,26,ACTOR 10.npy;ACTOR 11.npy;ACTOR 12.npy;ACTOR 13.npy;ACTOR 15.npy;ACTOR 16.npy;ACTOR 17.npy;ACTOR 18.npy;ACTOR 19.npy;ACTOR 2.npy;ACTOR 20.npy;ACTOR 21.npy;ACTOR 23.npy;ACTOR 24.npy;ACTOR 26.npy;ACTOR 27.npy;ACTOR 28.npy;ACTOR 29.npy;ACTOR 3.npy;ACTOR 30.npy;ACTOR 31.npy;ACTOR 4.npy;ACTOR 6.npy;ACTOR 7.npy;ACTOR 8.npy;ACTOR 9.npy
ADD,27,ADD 10.npy;ADD 11.npy;ADD 12.npy;ADD 13.npy;ADD 14.npy;ADD 18.npy;ADD 19.npy;ADD 2.npy;ADD 20.npy;ADD 21.npy;ADD 22.npy;ADD 25.npy;ADD 26.npy;ADD 27.npy;ADD 28.npy;ADD 29.npy;ADD 3.npy;ADD 30.npy;ADD 31.npy;ADD 32.npy;ADD 33.npy;ADD 4.npy;ADD 5.npy;ADD 6.npy;ADD 7.npy;ADD 8.npy;ADD 9.npy
ADDICT,26,ADDICT 10.npy;ADDICT 11.npy;ADDICT 12.npy;ADDICT 14.npy;ADDICT 15.npy;ADDICT 17.npy;ADDICT 18.npy;ADDICT 19.npy;ADDICT 2.npy;ADDICT 21.npy;ADDICT 22.npy;ADDICT 23.npy;ADDICT 24.npy;ADDICT 26.npy;ADDICT 27.npy;ADDICT 28.npy;ADDICT 29.npy;ADDICT 3.npy;ADDICT 30.npy;ADDICT 31.npy;ADDICT 32.npy;ADDICT 5.npy;ADDICT 6.npy;ADDICT 7.npy;ADDICT 8.npy;ADDICT 9.npy
ADDRESS,28,ADDRESS 10.npy;ADDRESS 11.npy;ADDRESS 12.npy;ADDRESS 13.npy;ADDRESS 14.npy;ADDRESS 15.npy;ADDRESS 16.npy;ADDRESS 17.npy;ADDRESS 18.npy;ADDRESS 19.npy;ADDRESS 20.npy;ADDRESS 21.npy;ADDRESS 22.npy;ADDRESS 23.npy;ADDRESS 24.npy;ADDRESS 25.npy;ADDRESS 26.npy;ADDRESS 27.npy;ADDRESS 28.npy;ADDRESS 29.npy;ADDRESS 3.npy;ADDRESS 30.npy;ADDRESS 4.npy;ADDRESS 5.npy;ADDRESS 6.npy;ADDRESS 7.npy;ADDRESS 8.npy;ADDRESS 9.npy
ADMIRE,28,ADMIRE 10.npy;ADMIRE 11.npy;ADMIRE 12.npy;ADMIRE 13.npy;ADMIRE 14.npy;ADMIRE 15.npy;ADMIRE 16.npy;ADMIRE 17.npy;ADMIRE 18.npy;ADMIRE 19.npy;ADMIRE 2.npy;ADMIRE 20.npy;ADMIRE 21.npy;ADMIRE 23.npy;ADMIRE 24.npy;ADMIRE 25.npy;ADMIRE 26.npy;ADMIRE 27.npy;ADMIRE 28.npy;ADMIRE 3.npy;ADMIRE 30.npy;ADMIRE 31.npy;ADMIRE 32.npy;ADMIRE 4.npy;ADMIRE 5.npy;ADMIRE 6.npy;ADMIRE 7.npy;ADMIRE 9.npy
ADMIT,24,ADMIT 10.npy;ADMIT 12.npy;ADMIT 14.npy;ADMIT 15.npy;ADMIT 16.npy;ADMIT 17.npy;ADMIT 18.npy;ADMIT 2.npy;ADMIT 20.npy;ADMIT 21.npy;ADMIT 22.npy;ADMIT 23.npy;ADMIT 24.npy;ADMIT 25.npy;ADMIT 26.npy;ADMIT 27.npy;ADMIT 28.npy;ADMIT 29.npy;ADMIT 31.npy;ADMIT 32.npy;ADMIT 5.npy;ADMIT 6.npy;ADMIT 8.npy;ADMIT 9.npy
ADOPT,27,ADOPT 10.npy;ADOPT 11.npy;ADOPT 12.npy;ADOPT 13.npy;ADOPT 14.npy;ADOPT 15.npy;ADOPT 16.npy;ADOPT 17.npy;ADOPT 18.npy;ADOPT 19.npy;ADOPT 2.npy;ADOPT 20.npy;ADOPT 21.npy;ADOPT 22.npy;ADOPT 24.npy;ADOPT 25.npy;ADOPT 26.npy;ADOPT 27.npy;ADOPT 28.npy;ADOPT 3.npy;ADOPT 31.npy;ADOPT 32.npy;ADOPT 5.npy;ADOPT 6.npy;ADOPT 7.npy;ADOPT 8.npy;ADOPT 9.npy
ADULT,29,ADULT 10.npy;ADULT 11.npy;ADULT 12.npy;ADULT 13.npy;ADULT 14.npy;ADULT 15.npy;ADULT 16.npy;ADULT 17.npy;ADULT 18.npy;ADULT 21.npy;ADULT 22.npy;ADULT 23.npy;ADULT 24.npy;ADULT 25.npy;ADULT 26.npy;ADULT 27.npy;ADULT 28.npy;ADULT 29.npy;ADULT 3.npy;ADULT 30.npy;ADULT 31.npy;ADULT 32.npy;ADULT 33.npy;ADULT 4.npy;ADULT 5.npy;ADULT 6.npy;ADULT 7.npy;ADULT 8.npy;ADULT 9.npy
ADVANTAGE,27,ADVANTAGE 10.npy;ADVANTAGE 12.npy;ADVANTAGE 13.npy;ADVANTAGE 14.npy;ADVANTAGE 16.npy;ADVANTAGE 17.npy;ADVANTAGE 18.npy;ADVANTAGE 19.npy;ADVANTAGE 2.npy;ADVANTAGE 20.npy;ADVANTAGE 21.npy;ADVANTAGE 22.npy;ADVANTAGE 23.npy;ADVANTAGE 24.npy;ADVANTAGE 26.npy;ADVANTAGE 27.npy;ADVANTAGE 28.npy;ADVANTAGE 29.npy;ADVANTAGE 3.npy;ADVANTAGE 30.npy;ADVANTAGE 31.npy;ADVANTAGE 4.npy;ADVANTAGE 5.npy;ADVANTAGE 6.npy;ADVANTAGE 7.npy;ADVANTAGE 8.npy;ADVANTAGE 9.npy
ADVERTISE,25,ADVERTISE 10.npy;ADVERTISE 12.npy;ADVERTISE 13.npy;ADVERTISE 14.npy;ADVERTISE 15.npy;ADVERTISE 16.npy;ADVERTISE 17.npy;ADVERTISE 18.npy;ADVERTISE 19.npy;ADVERTISE 2.npy;ADVERTISE 20.npy;ADVERTISE 21.npy;ADVERTISE 22.npy;ADVERTISE 23.npy;ADVERTISE 25.npy;ADVERTISE 26.npy;ADVERTISE 27.npy;ADVERTISE 28.npy;ADVERTISE 3.npy;ADVERTISE 32.npy;ADVERTISE 4.npy;ADVERTISE 6.npy;ADVERTISE 7.npy;ADVERTISE 8.npy;ADVERTISE 9.npy
AFRICA,27,AFRICA 10.npy;AFRICA 11.npy;AFRICA 12.npy;AFRICA 13.npy;AFRICA 14.npy;AFRICA 15.npy;AFRICA 16.npy;AFRICA 17.npy;AFRICA 19.npy;AFRICA 2.npy;AFRICA 20.npy;AFRICA 21.npy;AFRICA 22.npy;AFRICA 24.npy;AFRICA 25.npy;AFRICA 26.npy;AFRICA 27.npy;AFRICA 28.npy;AFRICA 29.npy;AFRICA 3.npy;AFRICA 30.npy;AFRICA 31.npy;AFRICA 4.npy;AFRICA 5.npy;AFRICA 6.npy;AFRICA 7.npy;AFRICA 9.npy
AFTER,26,AFTER 10.npy;AFTER 11.npy;AFTER 12.npy;AFTER 14.npy;AFTER 15.npy;AFTER 16.npy;AFTER 17.npy;AFTER 18.npy;AFTER 19.npy;AFTER 2.npy;AFTER 20.npy;AFTER 21.npy;AFTER 22.npy;AFTER 23.npy;AFTER 24.npy;AFTER 25.npy;AFTER 26.npy;AFTER 27.npy;AFTER 28.npy;AFTER 29.npy;AFTER 3.npy;AFTER 30.npy;AFTER 32.npy;AFTER 7.npy;AFTER 8.npy;AFTER 9.npy
AFTERNOON,24,AFTERNOON 10.npy;AFTERNOON 11.npy;AFTERNOON 13.npy;AFTERNOON 15.npy;AFTERNOON 16.npy;AFTERNOON 17.npy;AFTERNOON 18.npy;AFTERNOON 19.npy;AFTERNOON 2.npy;AFTERNOON 20.npy;AFTERNOON 22.npy;AFTERNOON 23.npy;AFTERNOON 24.npy;AFTERNOON 25.npy;AFTERNOON 26.npy;AFTERNOON 27.npy;AFTERNOON 29.npy;AFTERNOON 3.npy;AFTERNOON 30.npy;AFTERNOON 4.npy;AFTERNOON 5.npy;AFTERNOON 6.npy;AFTERNOON 7.npy;AFTERNOON 9.npy
AGAIN,27,AGAIN 10.npy;AGAIN 11.npy;AGAIN 12.npy;AGAIN 13.npy;AGAIN 14.npy;AGAIN 15.npy;AGAIN 16.npy;AGAIN 17.npy;AGAIN 18.npy;AGAIN 19.npy;AGAIN 2.npy;AGAIN 20.npy;AGAIN 21.npy;AGAIN 22.npy;AGAIN 23.npy;AGAIN 24.npy;AGAIN 25.npy;AGAIN 26.npy;AGAIN 27.npy;AGAIN 29.npy;AGAIN 3.npy;AGAIN 4.npy;AGAIN 5.npy;AGAIN 6.npy;AGAIN 7.npy;AGAIN 8.npy;AGAIN 9.npy
AGAINST,28,AGAINST 10.npy;AGAINST 11.npy;AGAINST 12.npy;AGAINST 13.npy;AGAINST 14.npy;AGAINST 15.npy;AGAINST 16.npy;AGAINST 17.npy;AGAINST 18.npy;AGAINST 19.npy;AGAINST 2.npy;AGAINST 20.npy;AGAINST 21.npy;AGAINST 22.npy;AGAINST 23.npy;AGAINST 24.npy;AGAINST 25.npy;AGAINST 26.npy;AGAINST 27.npy;AGAINST 28.npy;AGAINST 30.npy;AGAINST 31.npy;AGAINST 32.npy;AGAINST 4.npy;AGAINST 6.npy;AGAINST 7.npy;AGAINST 8.npy;AGAINST 9.npy
AGE,25,AGE 10.npy;AGE 11.npy;AGE 12.npy;AGE 13.npy;AGE 14.npy;AGE 15.npy;AGE 17.npy;AGE 18.npy;AGE 19.npy;AGE 2.npy;AGE 20.npy;AGE 21.npy;AGE 22.npy;AGE 23.npy;AGE 24.npy;AGE 25.npy;AGE 26.npy;AGE 27.npy;AGE 28.npy;AGE 29.npy;AGE 30.npy;AGE 4.npy;AGE 5.npy;AGE 7.npy;AGE 9.npy
AGENCY,27,AGENCY 10.npy;AGENCY 11.npy;AGENCY 13.npy;AGENCY 14.npy;AGENCY 15.npy;AGENCY 16.npy;AGENCY 17.npy;AGENCY 18.npy;AGENCY 19.npy;AGENCY 2.npy;AGENCY 20.npy;AGENCY 22.npy;AGENCY 23.npy;AGENCY 24.npy;AGENCY 25.npy;AGENCY 26.npy;AGENCY 27.npy;AGENCY 28.npy;AGENCY 29.npy;AGENCY 3.npy;AGENCY 30.npy;AGENCY 4.npy;AGENCY 5.npy;AGENCY 6.npy;AGENCY 7.npy;AGENCY 8.npy;AGENCY 9.npy
AGREEMENT,26,AGREEMENT 10.npy;AGREEMENT 11.npy;AGREEMENT 12.npy;AGREEMENT 13.npy;AGREEMENT 14.npy;AGREEMENT 15.npy;AGREEMENT 16.npy;AGREEMENT 17.npy;AGREEMENT 18.npy;AGREEMENT 2.npy;AGREEMENT 20.npy;AGREEMENT 21.npy;AGREEMENT 22.npy;AGREEMENT 23.npy;AGREEMENT 24.npy;AGREEMENT 26.npy;AGREEMENT 27.npy;AGREEMENT 28.npy;AGREEMENT 29.npy;AGREEMENT 3.npy;AGREEMENT 4.npy;AGREEMENT 5.npy;AGREEMENT 6.npy;AGREEMENT 7.npy;AGREEMENT 8.npy;AGREEMENT 9.npy
AIRPLANE,28,AIRPLANE 10.npy;AIRPLANE 11.npy;AIRPLANE 12.npy;AIRPLANE 13.npy;AIRPLANE 14.npy;AIRPLANE 15.npy;AIRPLANE 16.npy;AIRPLANE 17.npy;AIRPLANE 19.npy;AIRPLANE 20.npy;AIRPLANE 22.npy;AIRPLANE 23.npy;AIRPLANE 24.npy;AIRPLANE 25.npy;AIRPLANE 26.npy;AIRPLANE 27.npy;AIRPLANE 28.npy;AIRPLANE 29.npy;AIRPLANE 3.npy;AIRPLANE 30.npy;AIRPLANE 31.npy;AIRPLANE 32.npy;AIRPLANE 4.npy;AIRPLANE 5.npy;AIRPLANE 6.npy;AIRPLANE 7.npy;AIRPLANE 8.npy;AIRPLANE 9.npy
ALARM,25,ALARM 10.npy;ALARM 12.npy;ALARM 13.npy;ALARM 14.npy;ALARM 15.npy;ALARM 17.npy;ALARM 19.npy;ALARM 2.npy;ALARM 20.npy;ALARM 21.npy;ALARM 22.npy;ALARM 23.npy;ALARM 24.npy;ALARM 25.npy;ALARM 26.npy;ALARM 27.npy;ALARM 28.npy;ALARM 3.npy;ALARM 30.npy;ALARM 31.npy;ALARM 32.npy;ALARM 4.npy;ALARM 5.npy;ALARM 7.npy;ALARM 9.npy
ALASKA,27,ALASKA 10.npy;ALASKA 11.npy;ALASKA 12.npy;ALASKA 13.npy;ALASKA 14.npy;ALASKA 15.npy;ALASKA 16.npy;ALASKA 17.npy;ALASKA 18.npy;ALASKA 19.npy;ALASKA 2.npy;ALASKA 20.npy;ALASKA 21.npy;ALASKA 22.npy;ALASKA 23.npy;ALASKA 24.npy;ALASKA 25.npy;ALASKA 26.npy;ALASKA 27.npy;ALASKA 28.npy;ALASKA 29.npy;ALASKA 3.npy;ALASKA 30.npy;ALASKA 4.npy;ALASKA 5.npy;ALASKA 6.npy;ALASKA 8.npy
ALCOHOL,25,ALCOHOL 10.npy;ALCOHOL 11.npy;ALCOHOL 12.npy;ALCOHOL 13.npy;ALCOHOL 15.npy;ALCOHOL 16.npy;ALCOHOL 17.npy;ALCOHOL 18.npy;ALCOHOL 19.npy;ALCOHOL 2.npy;ALCOHOL 21.npy;ALCOHOL 23.npy;ALCOHOL 24.npy;ALCOHOL 25.npy;ALCOHOL 26.npy;ALCOHOL 27.npy;ALCOHOL 28.npy;ALCOHOL 29.npy;ALCOHOL 3.npy;ALCOHOL 30.npy;ALCOHOL 31.npy;ALCOHOL 4.npy;ALCOHOL 5.npy;ALCOHOL 6.npy;ALCOHOL 7.npy
ALIGN,28,ALIGN 10.npy;ALIGN 11.npy;ALIGN 13.npy;ALIGN 14.npy;ALIGN 15.npy;ALIGN 17.npy;ALIGN 18.npy;ALIGN 19.npy;ALIGN 2.npy;ALIGN 20.npy;ALIGN 21.npy;ALIGN 22.npy;ALIGN 24.npy;ALIGN 25.npy;ALIGN 26.npy;ALIGN 27.npy;ALIGN 28.npy;ALIGN 29.npy;ALIGN 3.npy;ALIGN 30.npy;ALIGN 32.npy;ALIGN 33.npy;ALIGN 4.npy;ALIGN 5.npy;ALIGN 6.npy;ALIGN 7.npy;ALIGN 8.npy;ALIGN 9.npy
ALL,28,ALL 10.npy;ALL 11.npy;ALL 12.npy;ALL 13.npy;ALL 14.npy;ALL 15.npy;ALL 16.npy;ALL 17.npy;ALL 18.npy;ALL 19.npy;ALL 2.npy;ALL 21.npy;ALL 22.npy;ALL 23.npy;ALL 24.npy;ALL 25.npy;ALL 26.npy;ALL 27.npy;ALL 28.npy;ALL 29.npy;ALL 30.npy;ALL 31.npy;ALL 4.npy;ALL 5.npy;ALL 6.npy;ALL 7.npy;ALL 8.npy;ALL 9.npy
ALL DAY,24,ALL DAY 10.npy;ALL DAY 12.npy;ALL DAY 14.npy;ALL DAY 15.npy;ALL DAY 16.npy;ALL DAY 18.npy;ALL DAY 19.npy;ALL DAY 21.npy;ALL DAY 22.npy;ALL DAY 23.npy;ALL DAY 24.npy;ALL DAY 25.npy;ALL DAY 26.npy;ALL DAY 27.npy;ALL DAY 28.npy;ALL DAY 29.npy;ALL DAY 3.npy;ALL DAY 30.npy;ALL DAY 31.npy;ALL DAY 32.npy;ALL DAY 4.npy;ALL DAY 5.npy;ALL DAY 6.npy;ALL DAY 8.npy
ALL GONE,27,ALL GONE 10.npy;ALL GONE 11.npy;ALL GONE 12.npy;ALL GONE 15.npy;ALL GONE 16.npy;ALL GONE 18.npy;ALL GONE 19.npy;ALL GONE 2.npy;ALL GONE 20.npy;ALL GONE 21.npy;ALL GONE 22.npy;ALL GONE 23.npy;ALL GONE 24.npy;ALL GONE 25.npy;ALL GONE 26.npy;ALL GONE 27.npy;ALL GONE 28.npy;ALL GONE 3.npy;ALL GONE 30.npy;ALL GONE 31.npy;ALL GONE 32.npy;ALL GONE 33.npy;ALL GONE 4.npy;ALL GONE 6.npy;ALL GONE 7.npy;ALL GONE 8.npy;ALL GONE 9.npy
ALL OF SUDDEN,32,ALL OF SUDDEN 1.npy;ALL OF SUDDEN 10.npy;ALL OF SUDDEN 11.npy;ALL OF SUDDEN 12.npy;ALL OF SUDDEN 13.npy;ALL OF SUDDEN 14.npy;ALL OF SUDDEN 15.npy;ALL OF SUDDEN 16.npy;ALL OF SUDDEN 17.npy;ALL OF SUDDEN 18.npy;ALL OF SUDDEN 19.npy;ALL OF SUDDEN 2.npy;ALL OF SUDDEN 20.npy;ALL OF SUDDEN 21.npy;ALL OF SUDDEN 22.npy;ALL OF SUDDEN 23.npy;ALL OF SUDDEN 24.npy;ALL OF SUDDEN 25.npy;ALL OF SUDDEN 26.npy;ALL OF SUDDEN 27.npy;ALL OF SUDDEN 28.npy;ALL OF SUDDEN 29.npy;ALL OF SUDDEN 3.npy;ALL OF SUDDEN 30.npy;ALL OF SUDDEN 31.npy;ALL OF SUDDEN 32.npy;ALL OF SUDDEN 4.npy;ALL OF SUDDEN 5.npy;ALL OF SUDDEN 6.npy;ALL OF SUDDEN 7.npy;ALL OF SUDDEN 8.npy;ALL OF SUDDEN 9.npy
ALL OVER,24,ALL OVER 10.npy;ALL OVER 11.npy;ALL OVER 13.npy;ALL OVER 14.npy;ALL OVER 15.npy;ALL OVER 17.npy;ALL OVER 18.npy;ALL OVER 19.npy;ALL OVER 2.npy;ALL OVER 21.npy;ALL OVER 23.npy;ALL OVER 24.npy;ALL OVER 25.npy;ALL OVER 26.npy;ALL OVER 27.npy;ALL OVER 28.npy;ALL OVER 29.npy;ALL OVER 30.npy;ALL OVER 31.npy;ALL OVER 5.npy;ALL OVER 6.npy;ALL OVER 7.npy;ALL OVER 8.npy;ALL OVER 9.npy
ALL OVER BODY,30,ALL OVER BODY 1.npy;ALL OVER BODY 10.npy;ALL OVER BODY 11.npy;ALL OVER BODY 12.npy;ALL OVER BODY 13.npy;ALL OVER BODY 14.npy;ALL OVER BODY 15.npy;ALL OVER BODY 16.npy;ALL OVER BODY 17.npy;ALL OVER BODY 18.npy;ALL OVER BODY 19.npy;ALL OVER BODY 2.npy;ALL OVER BODY 20.npy;ALL OVER BODY 21.npy;ALL OVER BODY 22.npy;ALL OVER BODY 23.npy;ALL OVER BODY 24.npy;ALL OVER BODY 25.npy;ALL OVER BODY 26.npy;ALL OVER BODY 27.npy;ALL OVER BODY 28.npy;ALL OVER BODY 29.npy;ALL OVER BODY 3.npy;ALL OVER BODY 30.npy;ALL OVER BODY 4.npy;ALL OVER BODY 5.npy;ALL OVER BODY 6.npy;ALL OVER BODY 7.npy;ALL OVER BODY 8.npy;ALL OVER BODY 9.npy
